,Gair,lemma,tag,pymusas,synset,lemma.1,tag.1,pymusas_1
717,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfrifon,cyfrif,E,['Q2.2']
718,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",gorddrafft,gorddrafft,E,['I1.2']
719,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",natwest,natwest,unk,['Z99']
721,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",barclays,barclays,unk,['Z99']
724,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",hsbc,hsbc,unk,['Z99']
725,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",lloyds,lloyds,unk,['Z99']
726,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",bancio,bancio,B,"['I1.1', 'X2.6+', 'M1']"
727,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",cyfrifon,cyfrif,E,['Q2.2']
728,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",gorddrafft,gorddrafft,E,['I1.2']
729,banc,banc,E,"['I1.1', 'X2.6+', 'M1']",natwest,natwest,unk,['Z99']
731,gorfod,gorfod,B,['Z99'],gallu,gallu,E,['X9.1+']
732,gorfod,gorfod,B,['Z99'],methu,methu,B,"['X9.2-', 'A5.1-/A2.1']"
733,gorfod,gorfod,B,['Z99'],penderfynu,penderfynu,B,['X6+']
734,gorfod,gorfod,B,['Z99'],ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
735,gorfod,gorfod,B,['Z99'],medru,medru,B,['Z99']
736,gorfod,gorfod,B,['Z99'],rhaid,rhaid,E,"['S6+', 'A11.1+']"
737,gorfod,gorfod,B,['Z99'],bwriadu,bwriadu,B,['X7+']
738,gorfod,gorfod,B,['Z99'],mynnu,mynnu,B,['S7.1+/Q2.2']
739,gorfod,gorfod,B,['Z99'],gwrthod,gwrthod,B,"['Q2.2/Z6', 'S7.4-', 'X7-']"
741,gorfod,gorfod,B,['Z99'],gallu,gallu,E,['X9.1+']
742,gorfod,gorfod,B,['Z99'],methu,methu,B,"['X9.2-', 'A5.1-/A2.1']"
743,gorfod,gorfod,B,['Z99'],penderfynu,penderfynu,B,['X6+']
744,gorfod,gorfod,B,['Z99'],ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
745,gorfod,gorfod,B,['Z99'],medru,medru,B,['Z99']
746,gorfod,gorfod,B,['Z99'],rhaid,rhaid,E,"['S6+', 'A11.1+']"
747,gorfod,gorfod,B,['Z99'],bwriadu,bwriadu,B,['X7+']
748,gorfod,gorfod,B,['Z99'],mynnu,mynnu,B,['S7.1+/Q2.2']
749,gorfod,gorfod,B,['Z99'],gwrthod,gwrthod,B,"['Q2.2/Z6', 'S7.4-', 'X7-']"
750,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",yteimlad,yteimlad,unk,['Z99']
752,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",ymdeimlad,ymdeimlad,E,"['X3', 'X5.2+']"
755,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimladrwydd,teimladrwydd,unk,['Z99']
757,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",deimladrwydd,deimladrwydd,unk,['Z99']
758,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",hymdeimlad,ymdeimlad,E,"['X3', 'X5.2+']"
759,teimlad,teimlad,E,"['X2.1', 'E1', 'X3']",teimladol,teimladol,unk,['Z99']
760,heol,heol,E,"['M3', 'X4.2']",stryd,stryd,E,['M3/H3']
761,heol,heol,E,"['M3', 'X4.2']",gyffordd,gyffordd,unk,['Z99']
762,heol,heol,E,"['M3', 'X4.2']",heolyfelin,heolyfelin,unk,['Z99']
763,heol,heol,E,"['M3', 'X4.2']",porthyrhyd,porthyrhyd,unk,['Z99']
764,heol,heol,E,"['M3', 'X4.2']",senni,sennu,B,['Q2.2/S1.2.4-']
765,heol,heol,E,"['M3', 'X4.2']",road,road,unk,['Z99']
766,heol,heol,E,"['M3', 'X4.2']",pumsaint,pumsaint,unk,['Z99']
767,heol,heol,E,"['M3', 'X4.2']",ger,ger,Ar,['Z5']
768,heol,heol,E,"['M3', 'X4.2']",pantyffynnon,pantyffynnon,unk,['Z99']
769,heol,heol,E,"['M3', 'X4.2']",cyffordd,cyffordd,unk,['Z99']
770,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodau,pennodau,unk,['Z99']
773,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodd,pennu,B,"['A2.2', 'A7+', 'X6+']"
774,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pennodol,pennodol,unk,['Z99']
776,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",beiblllyfr,beiblllyfr,unk,['Z99']
778,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",pridwerthanrheg,pridwerthanrheg,unk,['Z99']
779,pennod,pennod,E,"['Q4.1', 'T1.3', 'S9/S5c', 'S5+c']",penod,penod,unk,['Z99']
780,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddori,egwyddori,unk,['Z99']
783,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",egwyddorol,egwyddorol,unk,['Z99']
786,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",rhesymwaith,rhesymwaith,unk,['Z99']
787,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",athrawiaeth,athrawiaeth,unk,['Z99']
788,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",elfen,elfen,E,"['A4.1', 'N5', 'S5+c', 'O1', 'O3', 'O2', 'W4']"
789,egwyddor,egwyddor,E,"['X4.1', 'G2.2+']",rhagdyb,rhagdyb | rhagdybio | rhagdybied | rhagdybied | rhagdybio,E | B | B | B | B,"['X2.1', 'S9%']"
791,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenol,elusenol,unk,['Z99']
793,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusendy,elusendy,unk,['Z99']
794,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusengar,elusengar,unk,['Z99']
795,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusennol,elusennol,Ans,"['S8+', 'S1.2.2-']"
796,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",elusenau,elusenau,unk,['Z99']
797,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",nspcc,nspcc,unk,['Z99']
798,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",cancer,cancer,unk,['Z99']
799,elusen,elusen,E,"['S8+/S5+c', 'S8+', 'S1.2.2-']",ymddiriedolaeth,ymddiriedolaeth,E,"['X2.1', 'A9-', 'E6+', 'X2.6']"
801,maint,maint,E,"['N3.2', 'N3.1']",maintioli,maintioli,E,"['N3.7', 'A11.1+']"
802,maint,maint,E,"['N3.2', 'N3.1']",chanolig,canolig,Ans,"['Q4', 'X4.2', 'O1', 'S9/S2mf']"
803,maint,maint,E,"['N3.2', 'N3.1']",canolig,canolig,Ans,"['Q4', 'X4.2', 'O1', 'S9/S2mf']"
804,maint,maint,E,"['N3.2', 'N3.1']",ganolig,canolig,Ans,"['Q4', 'X4.2', 'O1', 'S9/S2mf']"
805,maint,maint,E,"['N3.2', 'N3.1']",safonola,safonola,unk,['Z99']
806,maint,maint,E,"['N3.2', 'N3.1']",ffont,ffont,E,"['Q1.2', 'S9/H5']"
807,maint,maint,E,"['N3.2', 'N3.1']",dwysedd,dwysedd,E,"['N5', 'Y1', 'A12-']"
808,maint,maint,E,"['N3.2', 'N3.1']",arwynebedd,arwynebedd,E,"['M7', 'A4.1', 'N3.6']"
809,maint,maint,E,"['N3.2', 'N3.1']",lleihau,lleihau,B,['N5-/A2.1']
811,tafarn,tafarn,E,['F2/H1c'],tafarndy,tafarndy,unk,['Z99']
814,tafarn,tafarn,E,['F2/H1c'],tafarnwr,tafarnwr,unk,['Z99']
816,tafarn,tafarn,E,['F2/H1c'],tafarnyfic,tafarnyfic,unk,['Z99']
818,tafarn,tafarn,E,['F2/H1c'],tafari,tafari,unk,['Z99']
819,tafarn,tafarn,E,['F2/H1c'],gwesty,gwesty,E,['H4/H1']
820,nodwedd,nodwedd,E,['A10+'],nodweddol,nodweddol,unk,['Z99']
821,nodwedd,nodwedd,E,['A10+'],nodwedda,nodweddu | nodweddu,B | B,"['A4.1', 'Q2.2']"
822,nodwedd,nodwedd,E,['A10+'],nodweddau,nodweddau,unk,['Z99']
823,nodwedd,nodwedd,E,['A10+'],nodweddai,nodweddu,B,"['A4.1', 'Q2.2']"
824,nodwedd,nodwedd,E,['A10+'],nodweddi,nodweddu,B,"['A4.1', 'Q2.2']"
825,nodwedd,nodwedd,E,['A10+'],nodweddu,nodweddu,B,"['A4.1', 'Q2.2']"
826,nodwedd,nodwedd,E,['A10+'],nodweddiad,nodweddiad,unk,['Z99']
827,nodwedd,nodwedd,E,['A10+'],elfen,elfen,E,"['A4.1', 'N5', 'S5+c', 'O1', 'O3', 'O2', 'W4']"
828,nodwedd,nodwedd,E,['A10+'],nodweddid,nodweddu,B,"['A4.1', 'Q2.2']"
829,nodwedd,nodwedd,E,['A10+'],briodwedd,priodwedd,E,"['A9+', 'H1/H3', 'O4.1']"
833,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comiswn,comiswn,unk,['Z99']
835,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynnydd,comisiynnydd,unk,['Z99']
836,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynwyr,comisiynwr,E,['Z99']
837,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",cydraddoldeb,cydraddoldeb,E,['A6.1+']
838,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynnu,comisiynnu,unk,['Z99']
839,comisiwn,comisiwn,E,"['I2.2', 'G3/S7.1+']",comisiynydd,comisiynydd,unk,['Z99']
841,bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
848,bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
851,bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
858,bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
861,bod,bod,B,"['A3+', 'Z5']",nad,na | naddu,Rha | B,"['A1.1.1', 'F1']"
868,bod,bod,B,"['A3+', 'Z5']",wedi,wedi,U,['Z5']
872,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",cal,call,Ans,"['S1.2.6+', 'B2+/X1']"
875,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gafod,gafod,unk,['Z99']
878,cael,cael,B,"['A9+', 'Z5', 'X9.2+', 'A2.1+', 'A2.2', 'M1', 'M2', 'X2.5+', 'E4.1-']",gallu,gallu,E,['X9.1+']
881,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
882,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
883,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
884,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
885,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gwneu,gwneu,unk,['Z99']
889,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",cyflawni,cyflawni,B,['X9.2+']
891,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
892,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gneud,gneud,unk,['Z99']
893,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
894,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",neud,dweud,B,"['Q2.1', 'Z4%']"
895,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",gwneu,gwneu,unk,['Z99']
899,gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']",cyflawni,cyflawni,B,['X9.2+']
901,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",rhuthro,rhuthro,B,"['N3.8+', 'M1/N3.8+', 'M2/N3.8+']"
902,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",dod,dod,B,"['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']"
903,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",aetho,aetho,unk,['Z99']
905,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",brysio,brysio,B,['N3.8+']
907,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",troi,troi,B,"['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']"
908,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",dal,dal,B,['T2++']
909,mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']",symud,symud,B,"['M2', 'M1', 'A2.1+', 'E1', 'H4/A2.1']"
912,dod,dod,B,"['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']",mynd,mynd,B,"['M1', 'A2.1+', 'A1.1.1', 'A9-', 'A1.8+', 'Q2.1', 'N6+', 'I2.2', 'A1.1.2', 'T2-', 'S3.2', 'A6.3+', 'B2-/X1%', 'B1%']"
921,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",clywed,clywed,B,"['X3.2', 'X2.3+', 'G2.1@']"
922,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",canfod,canfod,B,"['A10+', 'X2.1', 'X6+']"
923,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",dangos,dangos,B,"['A10+', 'S1.1.1']"
924,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",sylwi,sylwi,B,"['X3.4+', 'A11.2+', 'Q2.2', 'X2.2+', 'S1.2.4+', 'G2.1']"
925,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",rhagweld,rhagweld,B,['X2.6+']
926,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",dychmygu,dychmygu,B,['X2.1']
927,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",chlywed,clywed,B,"['X3.2', 'X2.3+', 'G2.1@']"
928,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",sylweddoli,sylweddoli,B,"['X2.5+', 'X9.2+']"
929,gweld,gweld,B,"['X3.4', 'X2.1', 'S1.1.1', 'X2.5+', 'X2.3+', 'X3', 'A7+', 'Z4', 'S3.2']",gwneud,gwneud,B,"['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']"
931,dweud,dweud,B,"['Q2.1', 'Z4%']",honni,honni,B,"['Q2.2', 'A9+']"
932,dweud,dweud,B,"['Q2.1', 'Z4%']",dywed,dweud | dweud | dywedyd | dywedyd,B | B | B | B,"['Q2.1', 'Z4%']"
935,dweud,dweud,B,"['Q2.1', 'Z4%']",mynnu,mynnu,B,['S7.1+/Q2.2']
940,gallu,gallu,E,['X9.1+'],medru,medru,B,['Z99']
942,gallu,gallu,E,['X9.1+'],gorfod,gorfod,B,['Z99']
943,gallu,gallu,B,['X9.1+'],ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
944,gallu,gallu,E,['X9.1+'],fodlon,bodlon,Ans,['E4.2+']
945,gallu,gallu,B,['X9.1+'],methu,methu,B,"['X9.2-', 'A5.1-/A2.1']"
946,gallu,gallu,E,['X9.1+'],trio,trio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
947,gallu,gallu,B,['X9.1+'],bwriadu,bwriadu,B,['X7+']
948,gallu,gallu,E,['X9.1+'],llwyddo,llwyddo,B,"['X9.2+', 'N4']"
949,gallu,gallu,B,['X9.1+'],fedru,medru,B,['Z99']
950,gallu,gallu,E,['X9.1+'],medru,medru,B,['Z99']
952,gallu,gallu,E,['X9.1+'],gorfod,gorfod,B,['Z99']
953,gallu,gallu,B,['X9.1+'],ceisio,ceisio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
954,gallu,gallu,E,['X9.1+'],fodlon,bodlon,Ans,['E4.2+']
955,gallu,gallu,B,['X9.1+'],methu,methu,B,"['X9.2-', 'A5.1-/A2.1']"
956,gallu,gallu,E,['X9.1+'],trio,trio,B,"['X8+', 'X2.4', 'Q2.2', 'G2.1', 'A12-']"
957,gallu,gallu,B,['X9.1+'],bwriadu,bwriadu,B,['X7+']
958,gallu,gallu,E,['X9.1+'],llwyddo,llwyddo,B,"['X9.2+', 'N4']"
959,gallu,gallu,B,['X9.1+'],fedru,medru,B,['Z99']
961,rhoi,rhoi,B,"['A9-', 'A1.1.1']",rhoddi,rhoddi,B,"['A9-', 'A1.1.1']"
962,rhoi,rhoi,B,"['A9-', 'A1.1.1']",rhoddod,rhoddod,unk,['Z99']
964,rhoi,rhoi,B,"['A9-', 'A1.1.1']",roddodd,rhoddi,B,"['A9-', 'A1.1.1']"
966,rhoi,rhoi,B,"['A9-', 'A1.1.1']",rhoddodd,rhoddi,B,"['A9-', 'A1.1.1']"
968,rhoi,rhoi,B,"['A9-', 'A1.1.1']",cynnig,cynnig,E,"['Q2.2', 'X7+', 'S3.2/Q2.2']"
969,rhoi,rhoi,B,"['A9-', 'A1.1.1']",rhoddai,rhoddi,B,"['A9-', 'A1.1.1']"
974,defnyddio,defnyddio,B,"['A1.5.1', 'S7.1+']",defnyddion,defnyddio | defnyddio,B | B,"['A1.5.1', 'S7.1+']"
975,defnyddio,defnyddio,B,"['A1.5.1', 'S7.1+']",tanddefnyddio,tanddefnyddio,unk,['Z99']
976,defnyddio,defnyddio,B,"['A1.5.1', 'S7.1+']",ddefnyddion,defnyddio | defnyddio,B | B,['Z99']
977,defnyddio,defnyddio,B,"['A1.5.1', 'S7.1+']",gorddefnyddio,gorddefnyddio,B,['A1.5.1/N5.2+']
978,defnyddio,defnyddio,B,"['A1.5.1', 'S7.1+']",orddefnyddio,gorddefnyddio,B,['A1.5.1/N5.2+']
983,gwybod,gwybod,B,"['X2.2+', 'S3.2/B1%']",siŵr,siŵr,Ans,['Z4']
985,gwybod,gwybod,B,"['X2.2+', 'S3.2/B1%']",sylweddoli,sylweddoli,B,"['X2.5+', 'X9.2+']"
987,gwybod,gwybod,B,"['X2.2+', 'S3.2/B1%']",clywed,clywed,B,"['X3.2', 'X2.3+', 'G2.1@']"
988,gwybod,gwybod,B,"['X2.2+', 'S3.2/B1%']",siwr,siwr,Ans,['Z4']
989,gwybod,gwybod,B,"['X2.2+', 'S3.2/B1%']",ymwybodol,ymwybodol,Ans,"['X2.2+', 'X5.1+', 'X7+', 'B1']"
990,siarad,siarad,B,['Q2.1'],siara,siara,unk,['Z99']
992,siarad,siarad,B,['Q2.1'],siarada,siarad | siarad,B | B,['Q2.1']
993,siarad,siarad,B,['Q2.1'],siaradach,siaradach,unk,['Z99']
996,siarad,siarad,B,['Q2.1'],siaradon,siarad | siarad,B | B,['Q2.1']
1000,edrych,edrych,B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']",edrychmlaen,edrychmlaen,unk,['Z99']
1002,edrych,edrych,B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']",edrychymlaen,edrychymlaen,unk,['Z99']
1004,edrych,edrych,B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']",edrycher,edrychyd,B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']"
1007,edrych,edrych,B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']",edrycha,edrychyd | edrychyd,B | B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']"
1009,edrych,edrych,B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']",edrychon,edrych | edrychyd | edrych | edrychyd,B | B | B | B,"['A8', 'X3.4', 'X2.4', 'X7+', 'Z4']"
1013,gweithio,gweithio,B,"['I3.1', 'A1.1.1', 'X9.2+', 'A2.1+', 'A2.2']",cydweithio,cydweithio,B,['Z99']
1015,gweithio,gweithio,B,"['I3.1', 'A1.1.1', 'X9.2+', 'A2.1+', 'A2.2']",gweithia,gweithio | gweithio,B | B,"['I3.1', 'A1.1.1', 'X9.2+', 'A2.1+', 'A2.2']"
1019,gweithio,gweithio,B,"['I3.1', 'A1.1.1', 'X9.2+', 'A2.1+', 'A2.2']",gweithioâ,gweithioâ,unk,['Z99']
1023,codi,codi,B,"['M2', 'A5.1+/A2.1', 'E4.1+/A2.1', 'G2.1']",cynyddu,cynyddu,B,['N5+/A2.1']
1024,codi,codi,B,"['M2', 'A5.1+/A2.1', 'E4.1+/A2.1', 'G2.1']",disgyn,disgyn,B,"['M1', 'S4', 'N5-/A2.1']"
1025,codi,codi,B,"['M2', 'A5.1+/A2.1', 'E4.1+/A2.1', 'G2.1']",codiâ,codiâ,unk,['Z99']
1027,codi,codi,B,"['M2', 'A5.1+/A2.1', 'E4.1+/A2.1', 'G2.1']",gostwng,gostwng | gostwng | gostwng | gostwng,B | B | B | B,"['M2', 'N5-/A2.1', 'S7.1-/A2.1', 'A11.1-/A2.1', 'X3.2-/A2.1']"
1031,dysgu,dysgu,B,['P1'],addysgu,addysgu,B,['P1']
1035,dysgu,dysgu,B,['P1'],dysguâ,dysguâ,unk,['Z99']
1037,dysgu,dysgu,B,['P1'],meistroli,meistroli | meistroli,B | B,['X9.1+']
1040,gofyn,gofyn,B,"['X7+', 'S6+']",ofyn,gofyn | gofyn,B | B,['Z99']
1046,gofyn,gofyn,B,"['X7+', 'S6+']",ngofyn,gofyn | gofyn | gofyn,B | B | B,['Z99']
1047,gofyn,gofyn,B,"['X7+', 'S6+']",galw,galw,E,"['Q2.2', 'S1.1.1', 'Q1.3', 'S9%']"
1049,gofyn,gofyn,B,"['X7+', 'S6+']",gofyna,gofyna,unk,['Z99']
1050,gofyn,gofyn,B,"['X7+', 'S6+']",ofyn,gofyn | gofyn,B | B,['Z99']
1056,gofyn,gofyn,B,"['X7+', 'S6+']",ngofyn,gofyn | gofyn | gofyn,B | B | B,['Z99']
1057,gofyn,gofyn,B,"['X7+', 'S6+']",galw,galw,E,"['Q2.2', 'S1.1.1', 'Q1.3', 'S9%']"
1059,gofyn,gofyn,B,"['X7+', 'S6+']",gofyna,gofyna,unk,['Z99']
1061,byw,byw,B,"['H4', 'L1+', 'A3']",gweithio,gweithio,B,"['I3.1', 'A1.1.1', 'X9.2+', 'A2.1+', 'A2.2']"
1062,byw,byw,B,"['H4', 'L1+', 'A3']",preswylio,preswylio,B,['H4']
1063,byw,byw,B,"['H4', 'L1+', 'A3']",ymgartrefu,ymgartrefu,B,['Z99']
1064,byw,byw,B,"['H4', 'L1+', 'A3']",ymgartrefi,ymgartrefu,B,['Z99']
1065,byw,byw,B,"['H4', 'L1+', 'A3']",trigo,trigo,B,"['L1-', 'T2-']"
1066,byw,byw,B,"['H4', 'L1+', 'A3']",trigai,trigo,B,"['L1-', 'T2-']"
1067,byw,byw,B,"['H4', 'L1+', 'A3']",preswyliad,preswyliad,unk,['Z99']
1068,byw,byw,B,"['H4', 'L1+', 'A3']",ymgartrefodd,ymgartrefu,B,['Z99']
1069,byw,byw,B,"['H4', 'L1+', 'A3']",breswylio,preswylio,B,['H4']
1071,byw,byw,B,"['H4', 'L1+', 'A3']",gweithio,gweithio,B,"['I3.1', 'A1.1.1', 'X9.2+', 'A2.1+', 'A2.2']"
1072,byw,byw,B,"['H4', 'L1+', 'A3']",preswylio,preswylio,B,['H4']
1073,byw,byw,B,"['H4', 'L1+', 'A3']",ymgartrefu,ymgartrefu,B,['Z99']
1074,byw,byw,B,"['H4', 'L1+', 'A3']",ymgartrefi,ymgartrefu,B,['Z99']
1075,byw,byw,B,"['H4', 'L1+', 'A3']",trigo,trigo,B,"['L1-', 'T2-']"
1076,byw,byw,B,"['H4', 'L1+', 'A3']",trigai,trigo,B,"['L1-', 'T2-']"
1077,byw,byw,B,"['H4', 'L1+', 'A3']",preswyliad,preswyliad,unk,['Z99']
1078,byw,byw,B,"['H4', 'L1+', 'A3']",ymgartrefodd,ymgartrefu,B,['Z99']
1079,byw,byw,B,"['H4', 'L1+', 'A3']",breswylio,preswylio,B,['H4']
1081,darllen,darllen,B,"['Q3', 'Q1.2', 'X3.2+', 'X2.5+', 'P1', 'A10+']",gweddarllen,gweddarllen,unk,['Z99']
